order_id,order_purchase_timestamp,year,month,day,weekday,date_id
Jy6AEA20tJkg,2017-12-06 18:08:25,2017,12,6,Wednesday,8032
5dwG1npMRDGm,2018-02-27 20:02:55,2018,2,27,Tuesday,8033
GjFsxYpZdiwT,2017-11-02 14:05:58,2017,11,2,Thursday,8034
C61nULvRw9on,2017-06-23 18:38:34,2017,6,23,Friday,8035
y5tyCg0bzCEm,2018-01-16 10:17:13,2018,1,16,Tuesday,8036
AQzn11B9JxL5,2017-10-17 08:20:36,2017,10,17,Tuesday,8037
EV9xXqPZJtdk,2017-12-04 11:00:53,2017,12,4,Monday,8038
iqs04o2HUUm3,2017-07-23 21:53:09,2017,7,23,Sunday,8039
6YiWgy4h40YQ,2018-07-14 19:38:54,2018,7,14,Saturday,8040
RlSBJKljq2dL,2017-11-27 18:23:01,2017,11,27,Monday,8041
DHZeZmUQqu5j,2018-07-13 21:34:02,2018,7,13,Friday,8042
fHuAarvhT749,2017-05-16 21:37:14,2017,5,16,Tuesday,8043
mvxz8fo5C64H,2017-04-18 18:17:32,2017,4,18,Tuesday,8044
XkSyRHGWwCFJ,2017-10-20 19:08:24,2017,10,20,Friday,8045
q9EWLIJ20gkE,2018-02-18 18:41:59,2018,2,18,Sunday,8046
OaVo90rWTOeT,2018-01-05 13:47:50,2018,1,5,Friday,8047
Ccflr2AHuXSP,2017-09-12 16:18:47,2017,9,12,Tuesday,8048
nTRTjfGWxqoJ,2017-10-02 10:56:33,2017,10,2,Monday,8049
JehDuRDkCBIe,2017-04-26 10:46:35,2017,4,26,Wednesday,8050
fifpRGuB8RHp,2018-05-02 17:34:45,2018,5,2,Wednesday,8051
MmdaR5ceR5Fd,2017-11-24 21:13:26,2017,11,24,Friday,8052
x15xQnhsivWN,2018-03-17 13:24:07,2018,3,17,Saturday,8053
4tsOY09OcOLw,2018-01-30 10:37:04,2018,1,30,Tuesday,8054
cBZWxaOWumgc,2017-05-29 17:45:13,2017,5,29,Monday,8055
1QSD3iKho3be,2018-01-22 14:44:46,2018,1,22,Monday,8056
lldLp1tivDF6,2018-05-11 20:23:30,2018,5,11,Friday,8057
Dnl1TMUJ1vTX,2017-04-23 16:41:17,2017,4,23,Sunday,8058
foHxxvTezsXF,2018-06-26 17:33:44,2018,6,26,Tuesday,8059
vNo1xWFSQBHQ,2018-03-06 11:11:30,2018,3,6,Tuesday,8060
hoAdOhYcxMJH,2018-01-23 22:06:00,2018,1,23,Tuesday,8061
aMokJIbbknfJ,2017-08-09 10:32:05,2017,8,9,Wednesday,8062
jk2rQUdrfasW,2018-04-28 22:28:57,2018,4,28,Saturday,8063
VFupn1EKOEE1,2018-04-18 09:36:08,2018,4,18,Wednesday,8064
L1D1vztMnYfu,2017-01-23 02:54:13,2017,1,23,Monday,8065
wDVjaLMVaaP0,2018-02-27 15:31:49,2018,2,27,Tuesday,8066
YWxN5zpoWfwI,2017-06-19 09:51:09,2017,6,19,Monday,8067
pLsfmeN1tt6u,2017-08-23 16:17:59,2017,8,23,Wednesday,8068
hIQNN2sINBtV,2018-01-22 16:14:28,2018,1,22,Monday,8069
RtRMRXdjaMpB,2018-04-15 16:48:15,2018,4,15,Sunday,8070
xWet7D5wVM0w,2018-02-01 08:36:43,2018,2,1,Thursday,8071
1uZl1xKuEmiN,2017-11-23 19:21:19,2017,11,23,Thursday,8072
zojFN0XggHdN,2017-07-27 20:53:35,2017,7,27,Thursday,8073
vfj3EIzsudkS,2017-11-30 10:04:05,2017,11,30,Thursday,8074
mgJmuBkFjey4,2017-12-12 15:26:09,2017,12,12,Tuesday,8075
7lbrKwbnKJkD,2017-10-21 11:52:47,2017,10,21,Saturday,8076
EZ9Y71YOfChh,2017-08-20 12:41:38,2017,8,20,Sunday,8077
n1kwpRjvuK8M,2017-12-29 23:03:47,2017,12,29,Friday,8078
j7h2o2rcfr9O,2017-08-16 10:59:07,2017,8,16,Wednesday,8079
WqCodB6aXjnQ,2018-05-08 22:10:54,2018,5,8,Tuesday,8080
PzfUxF1ghqLd,2018-05-03 11:13:38,2018,5,3,Thursday,8081
bvaJbrz0lhxV,2017-11-22 20:01:53,2017,11,22,Wednesday,8082
KUNWU9YLt4Xd,2018-02-14 17:13:26,2018,2,14,Wednesday,8083
HuSSjWMZqLIC,2017-11-06 18:58:48,2017,11,6,Monday,8084
KFOIoPW6901Q,2018-08-21 23:14:28,2018,8,21,Tuesday,8085
AvriMbrPhZxv,2017-11-24 23:37:20,2017,11,24,Friday,8086
SIYh9hiKR9Mt,2017-11-24 17:11:43,2017,11,24,Friday,8087
uF7egGQuurl2,2018-07-22 20:44:34,2018,7,22,Sunday,8088
8kCBxBYY7XTh,2017-07-25 02:10:14,2017,7,25,Tuesday,8089
FywUDAhodqXd,2017-04-24 22:16:57,2017,4,24,Monday,8090
N1DuHSprDdq9,2018-08-10 21:34:11,2018,8,10,Friday,8091
BWOG6W5ddIh4,2018-02-20 15:02:40,2018,2,20,Tuesday,8092
Fgz7CTVmSXTu,2018-04-03 15:16:00,2018,4,3,Tuesday,8093
mKtkcz2wQW6k,2018-04-17 10:49:54,2018,4,17,Tuesday,8094
3TntSeU9SrCn,2017-11-27 19:23:26,2017,11,27,Monday,8095
btvOSDrUqczS,2018-04-12 11:02:51,2018,4,12,Thursday,8096
ZWxTxsWoRV1I,2018-04-17 16:12:04,2018,4,17,Tuesday,8097
S6VVbfZx1TJ1,2018-07-14 09:30:19,2018,7,14,Saturday,8098
OVfIBNoqCaO1,2017-10-08 19:20:19,2017,10,8,Sunday,8099
Ac9ZIu9iEaLT,2017-10-10 01:06:52,2017,10,10,Tuesday,8100
86zP3tpMruVf,2017-09-13 15:12:00,2017,9,13,Wednesday,8101
VQsrDvjS5daD,2018-04-09 10:39:46,2018,4,9,Monday,8102
weztvVCf5WKp,2018-07-04 21:20:35,2018,7,4,Wednesday,8103
brpANcnWjXCh,2017-05-07 12:47:29,2017,5,7,Sunday,8104
mT9pvSumKz70,2017-07-05 09:22:15,2017,7,5,Wednesday,8105
syT6OaeVeB59,2018-08-06 09:45:21,2018,8,6,Monday,8106
zzvHedPW67B7,2018-06-22 07:42:57,2018,6,22,Friday,8107
E098dnj8IO4v,2017-11-12 12:00:11,2017,11,12,Sunday,8108
jtjH7GDTkw0z,2018-06-08 09:43:52,2018,6,8,Friday,8109
T7nwbr453ykG,2018-01-19 14:10:03,2018,1,19,Friday,8110
zJTAHLhY9BKm,2017-10-18 09:31:35,2017,10,18,Wednesday,8111
l4KgBX9nYrvY,2018-08-20 10:52:32,2018,8,20,Monday,8112
Nm79q5UpA8Sz,2017-08-23 16:22:05,2017,8,23,Wednesday,8113
Yk91PNcMo3ir,2017-10-26 12:50:09,2017,10,26,Thursday,8114
gBgDDUKhD53v,2017-12-15 09:23:57,2017,12,15,Friday,8115
52olf0FpbQZ4,2018-03-19 13:34:41,2018,3,19,Monday,8116
sz8RWKsguEa8,2018-03-01 12:52:29,2018,3,1,Thursday,8117
veNrwhCjTD7e,2018-05-04 09:08:22,2018,5,4,Friday,8118
pYUSta5kZFoR,2017-02-24 13:26:16,2017,2,24,Friday,8119
DomCdt4th8hk,2018-08-17 23:21:15,2018,8,17,Friday,8120
So32kpnjAONn,2017-08-29 16:35:47,2017,8,29,Tuesday,8121
JXDTIpVyOaYw,2017-03-05 17:00:22,2017,3,5,Sunday,8122
GOlctTVnBIG6,2017-12-05 14:06:45,2017,12,5,Tuesday,8123
CBZsg01YxnWx,2017-04-06 10:50:06,2017,4,6,Thursday,8124
mHihuGcSPmDe,2018-02-22 12:46:17,2018,2,22,Thursday,8125
DMgOrvgoVZWD,2017-11-19 13:23:08,2017,11,19,Sunday,8126
jT0NoCsd22tC,2017-12-12 11:19:55,2017,12,12,Tuesday,8127
S2S2l5ncefwM,2018-03-16 14:39:56,2018,3,16,Friday,8128
LkyIgUotbzOa,2017-09-13 13:21:38,2017,9,13,Wednesday,8129
r6K8I37hnqx7,2017-10-26 14:44:07,2017,10,26,Thursday,8130
S2B2rOIG15DH,2018-01-24 20:35:34,2018,1,24,Wednesday,8131
CYvIlDawv408,2018-03-28 15:49:07,2018,3,28,Wednesday,8132
k2MqLfmjVEIT,2017-07-21 15:23:58,2017,7,21,Friday,8133
GGRGm7CdptiH,2017-06-11 20:41:25,2017,6,11,Sunday,8134
XX6VZ3zOmIf5,2018-02-01 11:48:02,2018,2,1,Thursday,8135
ETH5hxbIsWqp,2017-11-25 00:23:00,2017,11,25,Saturday,8136
DMtIS1xEafID,2017-09-10 18:31:12,2017,9,10,Sunday,8137
YH526JBBn3ty,2018-05-13 08:23:22,2018,5,13,Sunday,8138
dqiGih9qDNey,2018-05-28 18:09:57,2018,5,28,Monday,8139
cty23mHMk5S4,2017-09-18 20:10:27,2017,9,18,Monday,8140
eLELxIRdGsWJ,2017-11-25 23:11:44,2017,11,25,Saturday,8141
PNhyCo5RLI6u,2018-08-10 15:11:34,2018,8,10,Friday,8142
QzsDuiKC2JV2,2017-07-19 08:55:10,2017,7,19,Wednesday,8143
1RpOYtbTCdW9,2017-12-01 10:30:46,2017,12,1,Friday,8144
p2FARGoKS31t,2017-08-12 16:12:38,2017,8,12,Saturday,8145
aN7ouMOdSfg4,2017-03-27 22:37:36,2017,3,27,Monday,8146
Hw9sFD6emKhf,2018-03-28 12:12:08,2018,3,28,Wednesday,8147
beL06pWeO1E5,2017-05-08 08:46:43,2017,5,8,Monday,8148
gZsf8zFJYzVi,2018-07-26 21:38:46,2018,7,26,Thursday,8149
2sRkiaXY5vpR,2018-06-04 16:27:31,2018,6,4,Monday,8150
YVep9wAezULA,2018-07-18 13:27:06,2018,7,18,Wednesday,8151
RN6aWEJpoatE,2018-08-13 23:03:46,2018,8,13,Monday,8152
MT4DaicAD5ml,2017-09-10 16:35:40,2017,9,10,Sunday,8153
eDkvkyQzfLgQ,2017-11-24 21:43:48,2017,11,24,Friday,8154
TdQ899baRsHD,2017-12-05 19:02:38,2017,12,5,Tuesday,8155
spgmN7abIWIT,2017-12-13 00:09:57,2017,12,13,Wednesday,8156
842Z6ZOcqpS8,2017-10-17 17:06:34,2017,10,17,Tuesday,8157
qtCYn8l5Rfne,2017-05-07 19:16:16,2017,5,7,Sunday,8158
uzQtAVMW4g5a,2018-08-10 13:14:02,2018,8,10,Friday,8159
6F1Cj2XsbDzF,2018-03-17 10:46:13,2018,3,17,Saturday,8160
UJnPH5lQFarC,2016-10-09 22:36:25,2016,10,9,Sunday,8161
hsnd0zjgtiMq,2018-08-08 20:25:21,2018,8,8,Wednesday,8162
j7oVtNd8oKxk,2018-08-16 15:45:56,2018,8,16,Thursday,8163
ncxkioQ1ij8L,2018-07-30 18:57:39,2018,7,30,Monday,8164
43RZf9GaD3IG,2017-11-11 15:11:29,2017,11,11,Saturday,8165
Im3C2dB1a8pz,2017-03-14 17:33:28,2017,3,14,Tuesday,8166
RW1YRaMyIIge,2018-06-12 19:08:39,2018,6,12,Tuesday,8167
TbxsJPYO3hI5,2018-03-15 12:56:35,2018,3,15,Thursday,8168
m6Uyb9JuUxJz,2018-08-07 16:05:28,2018,8,7,Tuesday,8169
hbKJkWx45h06,2018-03-02 21:49:35,2018,3,2,Friday,8170
oudCve2DCIMz,2018-08-14 15:12:04,2018,8,14,Tuesday,8171
VONudHpgo5HG,2018-04-30 19:40:57,2018,4,30,Monday,8172
HTVj81jsynoZ,2017-08-19 12:17:36,2017,8,19,Saturday,8173
SmxpSX5jXyzf,2018-02-09 20:33:26,2018,2,9,Friday,8174
6OlE2KJb2KXd,2018-05-12 22:16:52,2018,5,12,Saturday,8175
02bedK36t02Z,2018-05-21 13:12:43,2018,5,21,Monday,8176
AgLXFVVQbEG5,2018-05-02 21:08:12,2018,5,2,Wednesday,8177
G0gjfX508mAN,2017-11-19 21:30:38,2017,11,19,Sunday,8178
4L8LjQm0U1p0,2017-07-26 15:04:07,2017,7,26,Wednesday,8179
DOK9m2vEMAfz,2017-03-26 20:09:34,2017,3,26,Sunday,8180
KXnOsg1MRWZL,2017-07-21 10:35:38,2017,7,21,Friday,8181
FqHyNrREndBo,2018-08-16 19:34:40,2018,8,16,Thursday,8182
AtGdSMpnFdb0,2018-03-12 14:07:02,2018,3,12,Monday,8183
Q6qFlAdIf9lw,2018-02-12 19:18:16,2018,2,12,Monday,8184
pMDbGVi93h5v,2017-09-19 23:04:22,2017,9,19,Tuesday,8185
xlDXoKYoPoLg,2017-07-07 22:35:49,2017,7,7,Friday,8186
oLYeR03QWK02,2018-07-19 11:10:14,2018,7,19,Thursday,8187
O76EQSmAGWVG,2017-10-25 21:55:29,2017,10,25,Wednesday,8188
W50nGQ3B6Lmn,2018-08-23 09:27:52,2018,8,23,Thursday,8189
kaZ6WdaIP8bY,2017-11-25 00:31:20,2017,11,25,Saturday,8190
xY2MuzFZy4c0,2018-06-02 17:42:21,2018,6,2,Saturday,8191
hkP4VVJMGdtO,2017-11-25 10:24:17,2017,11,25,Saturday,8192
MkJUsbpqVuRk,2017-09-05 22:14:52,2017,9,5,Tuesday,8193
l9sB2SwfY5O8,2018-01-28 18:04:28,2018,1,28,Sunday,8194
uRGOhzI8NnoS,2017-06-10 00:06:36,2017,6,10,Saturday,8195
L3KKRHVsbgkr,2018-02-01 09:11:43,2018,2,1,Thursday,8196
ecUiEl5hArWW,2018-01-12 20:18:55,2018,1,12,Friday,8197
5Erx0S2nruvh,2018-08-01 13:56:49,2018,8,1,Wednesday,8198
Ma1zzhc9SEoV,2018-06-10 20:29:24,2018,6,10,Sunday,8199
RMJc4xTKwlge,2018-03-12 16:53:08,2018,3,12,Monday,8200
K42GATui98tl,2018-04-26 14:55:21,2018,4,26,Thursday,8201
d2CAhSbtJqMZ,2018-04-02 20:27:01,2018,4,2,Monday,8202
B0NIE3E1rMQq,2017-09-30 22:45:32,2017,9,30,Saturday,8203
xmE1uiLOef5B,2017-05-24 23:38:49,2017,5,24,Wednesday,8204
dlYiXJhEnUH6,2017-09-25 19:58:46,2017,9,25,Monday,8205
OchKYaDrkZXn,2018-08-05 11:47:06,2018,8,5,Sunday,8206
Fz7z5TF5HRPu,2018-06-15 00:25:25,2018,6,15,Friday,8207
8K8Jgjzk8q10,2018-08-13 11:44:27,2018,8,13,Monday,8208
DB0azytsdB4o,2017-09-13 00:46:59,2017,9,13,Wednesday,8209
DKKcFL4mtDcZ,2018-04-29 21:33:01,2018,4,29,Sunday,8210
yhEm5m6H5tF7,2018-05-14 13:42:01,2018,5,14,Monday,8211
8EozP5BnKnbm,2018-03-23 22:45:52,2018,3,23,Friday,8212
IcASBAx05Amq,2017-11-06 15:30:50,2017,11,6,Monday,8213
d1VUbyhgd7en,2018-07-15 16:45:24,2018,7,15,Sunday,8214
gV1CUJQFiUPb,2018-06-30 22:34:16,2018,6,30,Saturday,8215
gkyPGeyWipcx,2018-05-13 21:50:15,2018,5,13,Sunday,8216
8ibeYhYh7baB,2018-07-31 13:10:19,2018,7,31,Tuesday,8217
uIcLVklzoc1q,2017-09-08 15:48:57,2017,9,8,Friday,8218
J5MwifnzmQuR,2017-10-09 20:39:31,2017,10,9,Monday,8219
IUFeZjMwKM9l,2017-03-11 10:19:05,2017,3,11,Saturday,8220
rSjvkdStAtDb,2017-03-10 11:38:13,2017,3,10,Friday,8221
Mcl0Wf6rFhSQ,2017-07-01 09:30:08,2017,7,1,Saturday,8222
pzYZiq84DZrl,2017-04-03 10:26:43,2017,4,3,Monday,8223
Rz6zf8d4iBvy,2017-07-05 15:59:34,2017,7,5,Wednesday,8224
4k5brFlUMT17,2017-12-15 11:21:28,2017,12,15,Friday,8225
107QSJYrVk0K,2017-12-20 13:04:18,2017,12,20,Wednesday,8226
ZGYTmAqPwQIf,2018-03-13 11:50:14,2018,3,13,Tuesday,8227
S0gmpdJnYxI9,2018-02-14 11:43:40,2018,2,14,Wednesday,8228
qfqv2kfcGSQ5,2018-06-22 12:48:41,2018,6,22,Friday,8229
6lCk65sDpGnc,2018-03-22 17:45:00,2018,3,22,Thursday,8230
hqco2X3jVROa,2018-02-27 12:31:06,2018,2,27,Tuesday,8231
vPkRXjak5FBy,2017-02-20 09:42:29,2017,2,20,Monday,8232
hNry25c3TjeF,2017-05-12 10:26:46,2017,5,12,Friday,8233
QJcX1zYkC4DS,2018-01-13 21:33:27,2018,1,13,Saturday,8234
45iJDMQKULQ1,2018-06-10 16:05:11,2018,6,10,Sunday,8235
qGOLkolQGcVq,2017-09-25 22:10:11,2017,9,25,Monday,8236
fYKtt4ZIopcM,2017-09-26 13:34:04,2017,9,26,Tuesday,8237
2sAxzxqE5YMq,2018-01-15 17:40:06,2018,1,15,Monday,8238
VJaAeTJCRe7C,2018-02-02 09:44:03,2018,2,2,Friday,8239
KlBgEW9yHjuX,2018-08-09 19:21:08,2018,8,9,Thursday,8240
BHcAoNzaVysW,2017-09-03 07:48:51,2017,9,3,Sunday,8241
wnw6OrlhPnAu,2018-04-27 08:44:30,2018,4,27,Friday,8242
Yh5HjQDHANeB,2017-10-18 17:51:17,2017,10,18,Wednesday,8243
hIGeWhhXquhs,2018-03-08 16:11:34,2018,3,8,Thursday,8244
Be17v0N67XqE,2017-12-12 13:54:59,2017,12,12,Tuesday,8245
7JYbAFKKVW1Z,2017-05-29 18:08:51,2017,5,29,Monday,8246
vgjFM7Vib0zF,2017-12-27 01:47:55,2017,12,27,Wednesday,8247
147HStzeds18,2018-03-08 17:07:04,2018,3,8,Thursday,8248
kx7DmGUHhOAq,2017-03-04 12:39:50,2017,3,4,Saturday,8249
hYnzIDkID9bB,2017-11-20 21:17:39,2017,11,20,Monday,8250
cb2MigmbBNDn,2018-03-11 11:00:55,2018,3,11,Sunday,8251
OESEB8WQ4jrV,2018-05-31 16:24:49,2018,5,31,Thursday,8252
7t5i3k6OAoCw,2018-04-05 08:57:35,2018,4,5,Thursday,8253
jtCNIFzKeqBC,2017-05-11 00:16:59,2017,5,11,Thursday,8254
XRITTed23jPR,2017-04-16 23:09:13,2017,4,16,Sunday,8255
hBLUfqXW2PYh,2018-08-12 23:34:08,2018,8,12,Sunday,8256
J1nseITtexlb,2017-09-10 09:22:43,2017,9,10,Sunday,8257
LMJfd1HD7Lto,2017-12-07 18:00:45,2017,12,7,Thursday,8258
PByMdfme9NLO,2017-02-01 20:54:37,2017,2,1,Wednesday,8259
O1CqfP39IV3v,2017-10-11 17:17:31,2017,10,11,Wednesday,8260
KajZ2wSzfwhP,2017-08-02 08:12:10,2017,8,2,Wednesday,8261
aErqEz1SuL7u,2018-05-19 16:47:00,2018,5,19,Saturday,8262
ftao8Mz6RY8e,2018-05-27 12:31:50,2018,5,27,Sunday,8263
ZgWrUJlS0lFH,2018-07-28 18:27:25,2018,7,28,Saturday,8264
huFQaaT3blPt,2018-06-16 22:22:46,2018,6,16,Saturday,8265
cpZh0iz2xMQs,2018-02-28 23:57:18,2018,2,28,Wednesday,8266
0oNDrlxn8Mli,2017-11-21 23:07:23,2017,11,21,Tuesday,8267
La08iBxcK0LC,2017-09-06 18:26:47,2017,9,6,Wednesday,8268
Bu5W1q2ftFXH,2018-04-15 13:07:03,2018,4,15,Sunday,8269
OH4UetnbvHF3,2017-07-23 13:03:42,2017,7,23,Sunday,8270
ELt9wfqRQvfl,2018-04-15 23:38:38,2018,4,15,Sunday,8271
aJiKrIH4Vrjo,2017-04-21 19:31:13,2017,4,21,Friday,8272
C62hXJ7o74OO,2018-07-18 16:55:20,2018,7,18,Wednesday,8273
VQNE3yoX6cDK,2018-03-16 21:03:26,2018,3,16,Friday,8274
SHXruytLn759,2018-04-21 09:00:35,2018,4,21,Saturday,8275
ZdSgamSqazxm,2018-01-06 13:03:51,2018,1,6,Saturday,8276
XFgZdSpssMU8,2017-11-27 22:07:13,2017,11,27,Monday,8277
3Fhac9c6og7i,2018-05-12 12:18:52,2018,5,12,Saturday,8278
nk6wAFQtQPxR,2018-02-12 17:10:02,2018,2,12,Monday,8279
dE6kgub14cQL,2017-11-07 00:14:07,2017,11,7,Tuesday,8280
kJCn4rOcApsj,2017-05-18 20:26:57,2017,5,18,Thursday,8281
fS4q2FeZ4aca,2018-07-19 17:22:40,2018,7,19,Thursday,8282
0tgPMrkLa4V2,2017-11-24 20:06:04,2017,11,24,Friday,8283
NeI2XUtZv7LJ,2017-12-04 11:06:11,2017,12,4,Monday,8284
ujEIA33oLRas,2017-11-03 22:16:26,2017,11,3,Friday,8285
VjFGUEE2dLpP,2017-06-13 22:01:24,2017,6,13,Tuesday,8286
8vooZlZLq0jY,2018-04-16 18:44:35,2018,4,16,Monday,8287
Jy8pHbsGjv0C,2017-04-05 17:54:31,2017,4,5,Wednesday,8288
uweMFM5cIZnb,2018-04-05 12:54:41,2018,4,5,Thursday,8289
xgpbi57zMBjE,2017-09-12 16:06:10,2017,9,12,Tuesday,8290
XI4W8s0yZ05b,2017-10-19 10:05:02,2017,10,19,Thursday,8291
y8T8i8cewhnF,2018-06-04 21:46:21,2018,6,4,Monday,8292
FLM8NqHFbjbu,2017-04-25 14:30:56,2017,4,25,Tuesday,8293
VUNUZKKt0ZHo,2018-06-29 15:56:21,2018,6,29,Friday,8294
CzAqdQ5cgdOe,2017-02-02 08:58:27,2017,2,2,Thursday,8295
qbT2LSpUk7AA,2018-05-07 12:26:26,2018,5,7,Monday,8296
myWLfpuPsTDo,2017-12-02 04:57:31,2017,12,2,Saturday,8297
CcZcF2lcquGa,2017-10-26 09:07:04,2017,10,26,Thursday,8298
9MiLhtnylk09,2018-01-09 14:27:02,2018,1,9,Tuesday,8299
qhv3uVy8JiFW,2017-03-31 17:11:00,2017,3,31,Friday,8300
ndX0hh3oLbCE,2018-08-05 10:50:50,2018,8,5,Sunday,8301
4ZS148t51m7W,2018-03-07 22:26:43,2018,3,7,Wednesday,8302
d8J9LwcoH8QP,2018-04-16 17:14:02,2018,4,16,Monday,8303
jDxKB46e0OC1,2018-01-20 16:40:34,2018,1,20,Saturday,8304
gW2Q4TOILva9,2017-08-28 19:01:06,2017,8,28,Monday,8305
gvK6zIXe4b2S,2017-03-08 09:04:11,2017,3,8,Wednesday,8306
z3amY2xqLcF2,2018-07-23 11:00:49,2018,7,23,Monday,8307
R0OskhcXKnNN,2018-03-16 10:14:31,2018,3,16,Friday,8308
tDn0TfMcMTSH,2018-02-16 15:56:36,2018,2,16,Friday,8309
CCnyu9UJHPwm,2017-07-21 00:45:06,2017,7,21,Friday,8310
yyQgxKsW9FHp,2017-07-17 08:20:44,2017,7,17,Monday,8311
jkpKZ3x6sfpx,2018-07-15 21:31:55,2018,7,15,Sunday,8312
eluUOJ37VTE7,2017-09-27 11:23:59,2017,9,27,Wednesday,8313
KEJjMwCEJXit,2017-08-07 14:22:44,2017,8,7,Monday,8314
nbcnBLlBMDex,2018-04-19 19:44:47,2018,4,19,Thursday,8315
c3tjczkTU172,2018-04-07 19:57:43,2018,4,7,Saturday,8316
xcyhCHhvQeDJ,2017-06-06 13:47:09,2017,6,6,Tuesday,8317
2U4pExAD4oGB,2017-06-21 14:03:19,2017,6,21,Wednesday,8318
xe0RHAbFHTDU,2018-06-09 21:15:14,2018,6,9,Saturday,8319
lVRpI0ugWO5g,2018-01-16 15:21:52,2018,1,16,Tuesday,8320
xxHzW9VCNtDI,2018-04-18 17:21:06,2018,4,18,Wednesday,8321
0vVGqGpejQG0,2018-03-02 17:47:38,2018,3,2,Friday,8322
Q00zkLc4zcTM,2018-03-09 11:32:48,2018,3,9,Friday,8323
7rvSYhZGvybI,2017-06-13 21:10:05,2017,6,13,Tuesday,8324
FTXpfV6FtrlT,2017-02-28 17:28:52,2017,2,28,Tuesday,8325
nYFaE6mXLU3f,2017-03-22 12:29:08,2017,3,22,Wednesday,8326
OdxKPa9ca0wb,2018-06-18 08:14:02,2018,6,18,Monday,8327
hlWiusOOVArR,2018-07-19 11:54:25,2018,7,19,Thursday,8328
ODPHrWg8u1FL,2018-06-26 15:38:26,2018,6,26,Tuesday,8329
9zgdImsZXLt9,2018-03-05 18:15:11,2018,3,5,Monday,8330
Uby1xsUbTr4i,2018-07-21 15:10:22,2018,7,21,Saturday,8331
6qHKi2X50zEO,2017-10-10 15:14:12,2017,10,10,Tuesday,8332
dWxdO9e3uPUh,2018-07-19 23:11:08,2018,7,19,Thursday,8333
OwczadbD2GLW,2018-05-19 15:07:25,2018,5,19,Saturday,8334
cxB8NVr7IYOZ,2018-03-02 13:11:03,2018,3,2,Friday,8335
l1YmSOBayRBa,2018-01-30 13:05:27,2018,1,30,Tuesday,8336
5z93hf6BcTeH,2017-03-20 12:26:01,2017,3,20,Monday,8337
1SreOHZcEq1e,2018-02-24 23:03:17,2018,2,24,Saturday,8338
3O7HCAO7Q4w7,2018-06-14 02:01:44,2018,6,14,Thursday,8339
icp9ZlJuK9pA,2017-05-04 16:40:36,2017,5,4,Thursday,8340
TeqzjB2VgfIK,2017-09-06 12:28:33,2017,9,6,Wednesday,8341
6vsW1wjnz00J,2018-07-19 09:56:25,2018,7,19,Thursday,8342
JPrWIyUCeAWN,2017-10-01 20:48:40,2017,10,1,Sunday,8343
A5FlIgyVzMTA,2017-10-14 22:49:38,2017,10,14,Saturday,8344
5gJ4bPBrBhXG,2018-05-10 20:22:11,2018,5,10,Thursday,8345
QgswDjq21JqG,2017-12-10 11:45:13,2017,12,10,Sunday,8346
cABriVSBTUgI,2018-01-04 12:58:13,2018,1,4,Thursday,8347
rjlTY68mxzsu,2018-04-02 16:48:35,2018,4,2,Monday,8348
PNWbD4h0jpDd,2017-11-24 10:49:07,2017,11,24,Friday,8349
etYiipss4ZwX,2017-05-04 10:32:13,2017,5,4,Thursday,8350
czK7MRAQpa8W,2017-05-06 12:17:56,2017,5,6,Saturday,8351
rL1FcTKvLMdN,2018-03-18 16:02:06,2018,3,18,Sunday,8352
jMMRUtHygx8J,2017-12-21 22:50:01,2017,12,21,Thursday,8353
OuRs4XTG1lrd,2018-01-02 16:24:18,2018,1,2,Tuesday,8354
yZyM3ndgMZA8,2017-10-18 08:16:34,2017,10,18,Wednesday,8355
KM4nJOg4L5Lv,2017-04-06 14:36:39,2017,4,6,Thursday,8356
75deJWDUlpPI,2017-07-21 15:08:23,2017,7,21,Friday,8357
fSWDMNP5qoHn,2018-04-10 14:47:00,2018,4,10,Tuesday,8358
0Mdig2Zg0Ky9,2018-05-23 20:42:04,2018,5,23,Wednesday,8359
udm9JeDt4ouj,2017-07-07 14:43:06,2017,7,7,Friday,8360
OIRNMyjG44SY,2017-10-16 20:06:28,2017,10,16,Monday,8361
eOJGEMLmO4wW,2018-01-26 12:02:40,2018,1,26,Friday,8362
peGRtcMdqoTw,2017-11-18 12:00:50,2017,11,18,Saturday,8363
oGWo5rdFII6K,2017-12-12 23:41:30,2017,12,12,Tuesday,8364
hyhS3UgEnjHY,2017-09-10 23:10:10,2017,9,10,Sunday,8365
bYsczxsQ8t3m,2018-05-05 10:40:02,2018,5,5,Saturday,8366
HHPHOhxOKjf9,2018-01-12 12:56:54,2018,1,12,Friday,8367
26WKUPRLDrno,2018-02-09 17:36:42,2018,2,9,Friday,8368
9cR90oSt5Il0,2017-11-21 18:08:10,2017,11,21,Tuesday,8369
VvKXGEVUdR3t,2017-06-06 20:34:53,2017,6,6,Tuesday,8370
9atQ1aYBevwV,2017-10-01 17:19:18,2017,10,1,Sunday,8371
kopbFYnxLaf2,2018-02-01 12:37:14,2018,2,1,Thursday,8372
MytfrIcrf8co,2017-11-28 16:19:04,2017,11,28,Tuesday,8373
lloC2xDB4kZy,2018-06-21 20:10:30,2018,6,21,Thursday,8374
YuBa8J2btceR,2016-10-04 17:08:39,2016,10,4,Tuesday,8375
d02xxJIEb1rw,2018-05-04 22:52:52,2018,5,4,Friday,8376
DrcphEjGVLgy,2018-05-21 20:08:19,2018,5,21,Monday,8377
