customer_id,customer_city,customer_state
xwVQvQ7JvbjU,itapolis,SP
0gOA0q3VGTk9,campinas,SP
mY2l7VItg3L3,rio de janeiro,RJ
MYILKGNSCkvd,sao paulo,SP
5SLe3ICLhmL0,maua,SP
H72VEGaPceEM,campinas,SP
r6fMFtHVirGJ,cataguases,MG
erSdjM5fBLid,umuarama,PR
KxjeobdkfH1s,camaqua,RS
9MDtuyIaQzuW,contagem,MG
Gzm55pmuRK91,rio de janeiro,RJ
elzLdshUjHGQ,sao paulo,SP
0vgCHs5ch1fH,queimados,RJ
ulf5jZ4eMzDs,sao bernardo do campo,SP
cMswPgeVE8Pt,nova friburgo,RJ
cfXsMUO4tdcu,uba,MG
3hARALZtjwGH,santo andre,SP
l5I8e4w2tzNX,rio de janeiro,RJ
uQVDHqj5ym4u,paranavai,PR
XWVxUg6oRuPI,sao paulo,SP
1h9vBpJC7gaX,araraquara,SP
4WSk6n1KZo4Y,diadema,SP
eHNC8i15jpQu,maceio,AL
2oIQCPI64vyP,vargem grande paulista,SP
D0ulnAF52lqj,jaguariuna,SP
RYbNjFYgo0bF,valparaiso de goias,GO
phWyrKUCeN2k,cachoeirinha,RS
mmFGb9frgv3y,pouso alegre,MG
U2Ww19ygsz27,florianopolis,SC
rRmZ1cDQDAd7,cachoeirinha,RS
w8nrzx18THQf,betim,MG
GvRKMdFqewLQ,linhares,ES
8u8AiZ8yEdNc,paranaiba,MS
iuPmBKYHmWeb,teixeira de freitas,BA
LRRljUrtXZjn,sooretama,ES
uRdLJx5t1cTo,perdizes,MG
kfHUHQs585xM,pirassununga,SP
3EOXVlmKBivB,indaiatuba,SP
NkedvJJw0L3p,rio de janeiro,RJ
yXiX0H9Jv562,concordia,SC
DT5Li6mwlJYW,rio de janeiro,RJ
umcAk9iLdNrq,taubate,SP
kHPTQmKTUFMv,campo grande,MS
kQHtAysrYpCm,guarulhos,SP
AXfsTak5MYnw,pedralva,MG
sh9vdWq6Ldpg,belo horizonte,MG
NWMUK9nBCdfa,porto alegre,RS
kcmm10Gf4TjY,senador canedo,GO
HWlNWR0zNrsd,cambe,PR
6dxfjQNmDsol,sao paulo,SP
aE6OL52dVeFk,santo angelo,RS
mKlwLwVFRtpA,guimarania,MG
vghledcVbbh4,manhumirim,MG
damMoPoFfGAQ,brumadinho,MG
tBlHpN8Jwcvg,rio de janeiro,RJ
VHRbJ51n8oQ8,mogi das cruzes,SP
fOmBJ2ZY7cqU,gurupi,TO
7RDR6Pi29IYt,boituva,SP
m3HLWsU7vW8u,presidente dutra,MA
RRJKVr4VMbIY,indaiatuba,SP
jCldVRYUQLKX,sao paulo,SP
YxBRZssJPPBJ,jacupiranga,SP
HCpIwcWPx0jP,itu,SP
pSgWf96MuNgD,porto alegre,RS
lpOK5Jjj5gRW,sao jose dos campos,SP
04t8gIsZqxP0,cariacica,ES
v5AKsfJjmk38,sao paulo,SP
mybBuIzrMzA9,sao paulo,SP
rnHHi5NiJCB6,carapicuiba,SP
xH8E7rUZPgH5,sao jose dos campos,SP
nttNRmayNoZ4,sao paulo,SP
okgkVQeWbZXZ,canoinhas,SC
nUnGXQdDturN,belo horizonte,MG
55JuEqPW1zBr,ouro preto,MG
YfAGiJRJBp9C,mogi das cruzes,SP
25JewEPxx4Hp,belo horizonte,MG
3aWLid2CXskc,rio de janeiro,RJ
5EbbttVdYp7u,sao joaquim da barra,SP
R9CRtP8awMOk,praia grande,SP
Ep0fsgBqBbPn,sao paulo,SP
IIxl91e3b1tE,sao paulo,SP
TG50ryPKAF7F,pindamonhangaba,SP
EkAzr58wPm2C,brasilia,DF
gAYGIOD4vJLL,belo horizonte,MG
0kn7p2ewQKr3,rio de janeiro,RJ
ZQCgB3d6xGdq,aparecida de goiania,GO
WasS3V4JtAiJ,santa maria,RS
l4VK7MJpIKNT,uberlandia,MG
wxkvlAMxpnk8,vitoria,ES
95LupOC7CRKk,guapore,RS
qljphhrsrOqu,sao paulo,SP
00lsRlwaL7ZK,porto alegre,RS
CKEbG4ywGUNg,sao carlos,SP
mejhmHqek9Qp,lajeado,RS
WEKXGPZlX1VK,montenegro,RS
gL4QxRcmV9Z5,cajamar,SP
NgHKqlc5XfSf,embu-guacu,SP
EIlY5MqONglO,paracambi,RJ
RWpa5Z9rNl4U,conquista,MG
RQsPhdq67A9L,sao paulo,SP
dPzMk4vlmunf,taubate,SP
hw2Rt6T6i6pQ,jequie,BA
hZlO0IuKVI7v,osasco,SP
iCXD8S6zkj0X,caraiba,PE
wlWvVZyls0c6,laranjeiras do sul,PR
5hHr3juYAZOc,sao paulo,SP
jKjO41Sxh47M,natal,RN
HuoMpcVlyYCH,sao paulo,SP
4lFCzjy1Vpce,belo horizonte,MG
XIek1oHfev0V,carmo,RJ
wB3q9eawTdUj,catalao,GO
M35SjkJ1qMUH,luiziania,SP
i2pxXhSKSPAv,campinas,SP
LrvdFapNtXTZ,contagem,MG
wU9g5wMsydK0,sao paulo,SP
DzBgKgtFgXkj,matao,SP
Xr0zrfE5jV1J,salvador,BA
7tCcFqRJbZJY,carapicuiba,SP
VpciIOB9Jopw,sao paulo,SP
zZEsOYv9fGj2,francisco morato,SP
WBvyAah9s5PD,rio de janeiro,RJ
NGDb2GT7Nokw,sao paulo,SP
FigeinGUUj8H,maraba,PA
tF7M4tll6qAQ,presidente prudente,SP
NyoGkRxBKmkr,sao paulo,SP
6hxCf5EVH4Qf,barbacena,MG
BOYmTIylkWfk,manaus,AM
pD4f1J4F4f4g,sao paulo,SP
VilgHhzMUntE,betim,MG
AegMMEZUS6XH,sao jose do rio preto,SP
0w5GJ5H1n8aD,guarapuava,PR
hLvAz6vtdhQR,porto alegre,RS
9ZoW2qrTNoSS,barueri,SP
F9ZpnyR6ctBy,petropolis,RJ
PPgg1gqZbXqj,navirai,MS
9FWECOtmKHK2,sao miguel do oeste,SC
ccQlatuikfMK,brasilia,DF
WriwLYd5rHxP,joao pessoa,PB
hIX6JEciaoeH,fortaleza,CE
xqTuGZ1O5eUt,londrina,PR
UMAE13qUuKv2,fortaleza,CE
4maL52u7D7kH,baturite,CE
y1vccrSwIPxN,teresina,PI
ZIajF04CaaxI,mondai,SC
jm4Zob4vItuL,araguaia,ES
KezrlBXAE7o0,teofilo otoni,MG
aFp8P5M2yLTg,sao paulo,SP
fqxjBxyLZBDz,campinas,SP
eyVJVR5QqGEh,bonfim paulista,SP
VSiOL7yCIcCS,praia grande,SP
AFa1yXQb9LSi,sao paulo,SP
IxpbFSqKbdIM,gurupi,TO
DIB8hfTHI42l,olinda,PE
044ahIwOdTsD,sao paulo,SP
9X09RRSbcncO,sao jose do rio pardo,SP
u4l8svktOwTk,sao paulo,SP
tH5MMY1t7dGl,betim,MG
RgWuGF5tD8ci,orlandia,SP
VfvKRZ9XO8tA,corumba,MS
3EWyS3r8xHJy,caieiras,SP
awQXc3nr8zO9,brasilia,DF
Dr2A6y0JaKWZ,descoberto,MG
uhDwAz66HMQq,timbo,SC
2verGusX4zHE,sorocaba,SP
4ZSmX9H1Bzgn,tatui,SP
xGBVOMe3jr8m,franco da rocha,SP
NWL6wz8xVu3p,guaruja,SP
7lb7mNCqUBtN,ribeirao preto,SP
gG3KkDo13RRa,campinas,SP
I0cAXiUXFUMy,fortaleza,CE
biY3Zac0JraJ,buri,SP
Avdx0bGijfvc,sao paulo,SP
jP9hJmoRUnwj,araguaina,TO
balkUJI9B412,mostardas,RS
zPcK7BePdEUS,porto alegre,RS
sKrt7UB1jRQc,fortaleza,CE
bowY4wErYpCJ,ibirite,MG
iKk51lcEh2db,lorena,SP
ttVHb0HUb7FW,taio,SC
i506E3jBjpP2,praia grande,SP
hfVxKntnLuB2,cabo frio,RJ
bQbNM3yi5XC8,santo andre,SP
kmDvEaHBlhOU,vacaria,RS
NmC5XrC5nwn2,canarana,MT
KxVeTHLgCazt,sao paulo,SP
L5J0dlp0FqkT,sao paulo,SP
UZHbsYBAFvXM,barbacena,MG
PVRmLSxIOvEN,venancio aires,RS
jm4RQ5ozEYAo,sao paulo,SP
CyJgMClyAa7R,sao geraldo da piedade,MG
zJRJ7oWOtHqw,itapevi,SP
tZzzbJHMW5LO,piracanjuba,GO
eTsJLPalp1mq,sao paulo,SP
HVBrce9fw0Jv,rio de janeiro,RJ
vKAlVzrD2411,petrolandia,SC
eaZSVniX6XJI,jacobina,BA
jPYvyGdHrQnU,belo horizonte,MG
xTgmzPHLjur8,sorocaba,SP
KHQdQzFDGLru,sao paulo,SP
xlASIWKmRHtG,rio de janeiro,RJ
xFMypL5ADEYM,araras,SP
ojMkhqaSVX4t,nova friburgo,RJ
rBybzltU8Iss,santos,SP
o8V9Vh9gpC0e,sao paulo,SP
itVxGkTAUyi7,xaxim,SC
4SDeAF7lB2jg,botucatu,SP
eIFXGX2bRrX7,americana,SP
9XxsMIj7vDFo,lajeado,RS
4PHrSTEMwICb,guaxupe,MG
zbAGMXs3MH0c,piracicaba,SP
3NDVhzXwabW0,osasco,SP
cmNmfxiNjrXw,vicosa,MG
LvPYb87O2NNT,porto alegre,RS
OfR8BluOpfs3,sao paulo,SP
VFktuPxHzLor,santo estevao,BA
FFFq7zJqvQHr,capao bonito,SP
LMyXmqxfQdRq,taboao da serra,SP
fqrp7gVUNqQ4,sao paulo,SP
M5OVaStCKROG,timbo,SC
FNuph4uH9StO,macae,RJ
U3P1uxlNySWE,valinhos,SP
44juymH481iJ,sao bernardo do campo,SP
NTytGclH6Mn3,vitoria,ES
rvd7beUGIioX,teresina,PI
YXqA7ABsoM4D,ronda alta,RS
DWG2SYWGBTnR,silva jardim,RJ
at23jZfUifhj,aracatuba,SP
Icwd8wbzWGB1,sao paulo,SP
qcwUjEYac2oB,guarulhos,SP
Os6etTnzLGhC,tijucas,SC
u1emQysdX6EX,belo horizonte,MG
lcPrEX24AION,pelotas,RS
01y4af4wZPtP,vitoria da conquista,BA
yUyySKQDgV9u,belo horizonte,MG
laiBlPlGHb4B,mimoso do sul,ES
OaMJDqwVYwsU,jandaia,GO
Rlf1pcmh6DQm,sorocaba,SP
a31vSeSvSfx3,porto alegre,RS
HVPhEHMtfXFB,florianopolis,SC
FtJpL5aVCi2c,planaltina,GO
0o9KRK78Odzy,belo horizonte,MG
wOqmdqble0Qt,porto alegre,RS
dIoFcgC3zxeG,porto alegre,RS
qhyFmUOJN8hg,araraquara,SP
ZZWtwAWkYXcW,sao paulo,SP
sZlNGLaON8gc,teresina,PI
q6IFSL51Qtn8,valinhos,SP
yZtRN5iV5xQg,indaiatuba,SP
jZjJgheoGlCU,sao paulo,SP
dQ16MsFYI4oi,igarassu,PE
Tu3gipLSgH7N,feira de santana,BA
X1eFlmls6lHJ,rio de janeiro,RJ
KIM6Obwn7xlO,fortaleza,CE
X03w3BnuNw4k,iguatu,CE
SLaXTQ7DJM5p,sao bernardo do campo,SP
Ak9NSH73KEMg,sao sebastiao do paraiso,MG
CFvo0u8TdqrG,jau,SP
x1KgMe5CuvHm,belo horizonte,MG
lwKeDFyJy0k0,toledo,PR
717irMNo0r0g,duartina,SP
PFJPsY9HkMh3,sao paulo,SP
UTHLJclEZuyT,ilha de itamaraca,PE
KiyLrm0vXgwK,sao caetano do sul,SP
gZA2W1MElfIA,araras,SP
ok4abzmjPCYt,rio claro,SP
SaIbyf42SN74,timoteo,MG
A7cswv9yE608,rio de janeiro,RJ
1G2RfNaJJQOi,sao paulo,SP
VxbAWtmFP6CF,osasco,SP
2NhA1WrR63OP,manaus,AM
QA6DL5KQvP1P,arcos,MG
L5aegiX6q1F8,cariacica,ES
Sdibf2gQLb3h,rio de janeiro,RJ
dKS6lBa5QUGe,ponta grossa,PR
4xqbgNnRS59K,niteroi,RJ
YDbzmFZWgCyN,marilia,SP
4R8nM76z3fMu,santos,SP
iIFMCPEuFLEE,praia grande,SP
zjb3ApS9fdjX,botucatu,SP
Eanq8TxUSD3f,sao paulo,SP
ywxPF670gUYX,bom jesus dos perdoes,SP
kh9wTTWTHCs5,santa cruz de goias,GO
XMakQgUe9ZBY,itaquaquecetuba,SP
Np3gJJyrlh3K,guarulhos,SP
tvafaCQ7KFb0,rio de janeiro,RJ
Gvy1uivP9hzc,sao paulo,SP
GKzryc5SwMNT,sao paulo,SP
DaWOwwkq42xR,perdoes,MG
1pw77QisuZKH,sao paulo,SP
i272Tpzh9B8W,sao paulo,SP
pxqcqVAdE7WQ,cacapava,SP
sA56nqjofYnB,valenca,BA
VkdVt4jNi8yg,rio de janeiro,RJ
fVTxNTSJeoLT,goiania,GO
4Zm4GI1HW6cY,boninal,BA
62eBnzvf3JTA,curitiba,PR
T3FP74cnC6oc,ponta grossa,PR
FeF6xGneg2JT,sao paulo,SP
X6zvo2hOGm5y,sao paulo,SP
1QTdlvRuldbr,ribeirao preto,SP
hqzgeZrDvdA6,belo horizonte,MG
JnEPMlJLz65X,niteroi,RJ
g0OGISxXv7m0,araguari,MG
Lq6u1GeUpEpb,nilopolis,RJ
bBLKV5qd8kBS,sao paulo,SP
Ppkp3W44qwbd,carapicuiba,SP
lh9WIzgahgJU,nossa senhora da gloria,SE
5amqAfCGRaJm,sao fidelis,RJ
FhzhCR6dehvU,santa rita do passa quatro,SP
CvP40vpMY2P7,brasilia,DF
ofcQAgvRCiax,sao paulo,SP
XH87tfHnnu9Z,quirinopolis,GO
ap6BTh8U4Vlp,pelotas,RS
tcpuXj6SLRN7,brasilia,DF
5LnXLYrWWCgu,santos,SP
AwxWHBg96lHP,uberlandia,MG
2BOTqy19hCC2,sao paulo,SP
NK66m84eDT8p,varzea paulista,SP
fnzMLfvJcEJH,santos,SP
s4R6o3YyNPtE,goiania,GO
H02uKOhwb17R,recife,PE
xJW5YJcZOOeI,brasilia,DF
C3m6Ue8T8V2E,niteroi,RJ
VQJSOStAtt0Z,barbacena,MG
VUQr2PLqPoKx,jundiai,SP
Qub8ljYIW5AG,santo andre,SP
PyUsaoDZup5H,curitiba,PR
QHHMwl5Ld8js,japeri,RJ
R7XBv2mVpmpx,embu-guacu,SP
vlguL5p2lfaF,sao paulo,SP
ZzUQ7JwfD76y,hortolandia,SP
ggW3zVaEwYMi,niteroi,RJ
LeOQB2QZu0S9,rio de janeiro,RJ
xqzTi9F53Xaf,caieiras,SP
ysC99QRJqH59,santa ines,MA
888lx7zNitjK,sao lourenco,MG
SY7mOLjylSyg,sao paulo,SP
CxbvsMtYkZe3,ico,CE
A6NjJkOacRdf,rio de janeiro,RJ
gOddNDG3CDzB,rio de janeiro,RJ
4XZXHZYAXVVx,sao paulo,SP
LHM7f22tGQKm,rio claro,SP
6ezdLHEnCVxK,jaragua do sul,SC
DrH4pYBLeFW8,aperibe,RJ
l0p36qdiBQeW,rio de janeiro,RJ
7hEGfguehT0D,rio de janeiro,RJ
WbGeba2vxdZH,praia grande,SP
aUCat9mvY5Zz,ortigueira,PR
81QzZSswZdau,piracicaba,SP
61VP5ZqIyYpx,belo horizonte,MG
9o8eu7AO9BUQ,mimoso do sul,ES
vTU5GpkayXFp,itajai,SC
VYMK5lw2KvLq,piracicaba,SP
UkbkTWCGtuJ3,belo horizonte,MG
x7KS8ajOwLAo,sao jose dos campos,SP
mDWD9H3CTr6e,monte alto,SP
oSqHttxu0l5I,salvador,BA
8we9iA4GlJFp,rio de janeiro,RJ
87p0hlunIE0e,curitiba,PR
oSS7UtlWMYU8,franca,SP
d1GHCuEjyDEr,rio de janeiro,RJ
1pVkfYFyQ9QS,limeira,SP
eybz8PopL9XY,rio de janeiro,RJ
LxHfprOFEfQD,diadema,SP
1vLJILhr7HJE,rio de janeiro,RJ
I3iLcOo3xSNS,nilopolis,RJ
o0GclJYVwgPb,ribeirao preto,SP
J0OFXprqFO7k,guidoval,MG
qXp577a5MCn1,barueri,SP
86SE7FGDSzGc,praia grande,SP
vjuPxsBpLWPf,rio de janeiro,RJ
E8muLj9IJ4z4,sertaozinho,SP
Iu2oTnfWA0KB,catalao,GO
9hR9ObrqZe1Y,pariquera-acu,SP
N4xKM4E2b8s6,niquelandia,GO
QAvdXpKWCVOv,medianeira,PR
aZGyQciGNgpm,ipanema,MG
ioGglgb4adK9,balsas,MA
dIKqqfbmLELN,sao luis,MA
jzOy6tix9JGS,rio de janeiro,RJ
eRL9S9CqSPoY,caruaru,PE
LbbhjCcFSOFu,moreno,PE
ieSt5rXDPh7x,cacapava,SP
XCqIc8plxb35,carapicuiba,SP
njfxHdDKckYb,janauba,MG
2T3JBJj9GUjp,sao paulo,SP
2lGoIKLiDifE,sao paulo,SP
fOXMAeNd9tdJ,sete lagoas,MG
pkti3490Qh70,rio de janeiro,RJ
IIew1fruzJhU,belo horizonte,MG
t60RGLYDYwKF,santo antonio de jesus,BA
g0EHuNDsS5gV,feira de santana,BA
sFXiJU3atdUz,corrego fundo,MG
aQfdMtJYA6tA,joinville,SC
1NyPOud3EbJh,nova iguacu,RJ
SuOU3BsT3yOO,rio de janeiro,RJ
l0RtObCaVL8E,manaus,AM
wfoGIGa3yUIi,sao paulo,SP
lbTvDGxH3zoQ,guarulhos,SP
7yy9M8IWiOBL,belo horizonte,MG
Pm0x5iBx5nWj,lagoinha,SP
QIZatFXT0Te7,pelotas,RS
hOE1sfQvp3Uh,osasco,SP
pqhL50p95h0W,contagem,MG
i3j3ygK2jZoy,sao fidelis,RJ
oBU5lSOq0h4U,sao paulo,SP
SebkkLNVWqJQ,sao paulo,SP
7JnFj89eIF4F,fortaleza,CE
jafM6tJTZxhz,santa luzia,MG
am8Pn9A8h5VE,campinas,SP
dGaj1F2Tv8uz,franco da rocha,SP
A9CgNngOXm5R,porto nacional,TO
C2VXZjDOQ4Qg,rio de janeiro,RJ
awLy8dL6wT8H,sao luis,MA
7ysobyqAUXdc,sao paulo,SP
fSBfZ2rvWjAV,iguaba grande,RJ
WLokz0DOVKVH,guarulhos,SP
2z23SqsJC8yi,paranavai,PR
W1mls2BCzi22,curitiba,PR
SOuZ7gi8s6Vw,sao paulo,SP
f17JZ5GdvTFG,rio de janeiro,RJ
UGPNG2ZzlxVn,sao paulo,SP
GEyWH818nRBU,sao leopoldo,RS
ruAU0uahJJeq,rio de janeiro,RJ
6mmmZ6QtLTuM,lages,SC
porxq15jHJnQ,sao paulo,SP
HdbLoVcuAAXn,bandeirantes do tocantins,TO
rl6WgWHc3S0T,antonio cardoso,BA
IGz8jYFYzBR6,salvador,BA
ektRnWbMNIiu,sao paulo,SP
YxtZZOWemsBq,sao paulo,SP
a9apN3Te5LXf,sao joao de meriti,RJ
fXwoUaJGtIfn,piracicaba,SP
IFSGEEYs7PhO,sao paulo,SP
M8c8NGnDHNHJ,sao jose do rio pardo,SP
ueunSVVn62wJ,porto alegre,RS
pjIh7T9qtxcW,sao paulo,SP
WrgiCLOBcMUe,taubate,SP
aENghbvRCmcU,porto alegre,RS
yW3IP85LpkjG,campo novo,RS
T7bUqBhoA9Wm,cotia,SP
044dCgMml1Vj,salto de pirapora,SP
AdFXUQqcx4Jb,brasilia,DF
WuiLm3Nz0uHZ,ribeirao preto,SP
FhWW6QicO1iO,guarulhos,SP
98EvYeaWZXwd,conselheiro lafaiete,MG
1ZmymOHMYMaF,petropolis,RJ
Ldl26GKjOxvs,mairipora,SP
a5TmkItxhDZE,maceio,AL
smtMexL561J9,recife,PE
lsiYjEW7iFZ4,sao paulo,SP
oNc6OQYJurFF,rio de janeiro,RJ
JLNr6ExpkHCU,rio de janeiro,RJ
UzlJxpIuQFlg,sorocaba,SP
RZFuPjCtNR74,ribeirao pires,SP
56SXpTjcEs4N,jaquirana,RS
08pp4hhWq4HJ,belem,PA
ZGVljTV1g0N9,pilar do sul,SP
oFa3xK3AUthk,embu das artes,SP
jjchGmZZVTGe,sao paulo,SP
KQeoEIiIJBaG,cascavel,PR
7GvMaC97pHaq,paranavai,PR
Dzag45FbahqR,paragominas,PA
Wfq7LV7FbjpY,caceres,MT
iEdHW1EF6rc1,belo horizonte,MG
yrhXctW9w9nx,rio de janeiro,RJ
UTBatNhdgy3e,lavras,MG
PgwPGIpoWpyx,garanhuns,PE
XZDn2UTgByAt,erechim,RS
kFRQ85gNMPVc,caxias,MA
amg3poW6vcH9,caratinga,MG
JBVs2Q5dgENP,porto alegre,RS
W3CSREgUyrT6,sao paulo,SP
XE5v1wOKykby,maua,SP
0VhNXoTSUmSQ,sao paulo,SP
wVHSmbFAlwba,curitiba,PR
Tt9FmvhQHA3s,porto alegre,RS
DUfGJYzxaLxS,ilhabela,SP
TzlweQRprLcg,recife,PE
TaWjkWBg9NUG,guarulhos,SP
Q5buCjrxSWuK,valparaiso de goias,GO
BR3UJWljaTwi,itapetinga,BA
J4x3TAV4PCzQ,sao bernardo do campo,SP
WCQLEQdFwh0v,rio de janeiro,RJ
HVlzOEMtor2P,sao luis,MA
23st7X3nl3xH,embu das artes,SP
I3zV0BK9GUaS,rio de janeiro,RJ
JUkLWZs4WmWi,sao paulo,SP
WN0OEoegSoDZ,araxa,MG
FGtuihZdHmIm,caxias do sul,RS
PupsbSL6gtft,laguna,SC
8TrT2DXZ9oRL,ipero,SP
3jMjv0Z2KX9r,itapevi,SP
Q0cR2m3vcmpU,pelotas,RS
b9N9K1GCZuzA,sao joao nepomuceno,MG
nDFJJPoD8eEc,rio de janeiro,RJ
4L2RwnjPdCdT,brasilia,DF
mutEpxXGpl8W,pirapora,MG
eClthTG19Nnx,nova serrana,MG
6y0JwXv1acO6,paraty,RJ
yAJm2oOGNNDS,sao paulo,SP
CiTYz5k7LsHs,recife,PE
r0BqYMfSE0ew,campo limpo paulista,SP
xerF3982SCOn,sao paulo,SP
mDbNlBwYkq2F,curitiba,PR
slDp3hFWK3qd,sao vicente,SP
uhHhNlBQpiGn,cuiaba,MT
qN8fL1pWGowg,cangucu,RS
KHXg8dicP3jf,manaus,AM
6zUIVCpaHIvo,sorocaba,SP
NhuacclLCHF3,bento goncalves,RS
Nv8pJkqoUHec,siqueira campos,PR
PWwE5c98pxBU,rio de janeiro,RJ
R2k057tMu8Pd,sao paulo,SP
7WGSsWSsA0gp,capao do cipo,RS
AHMj9pmqTmEe,barueri,SP
Ve5IdsGYKbQa,florianopolis,SC
iUVlaIZTpn0G,taboao da serra,SP
29aOIO2m5Z16,ourinhos,SP
symwmR6jBQzW,potirendaba,SP
FoRhP8yud3nr,suzano,SP
KyVTVCW3hEE4,franca,SP
RhIzQiM5gyda,teresina,PI
FEjBkHVmxvfh,jundiai,SP
jUc0WvuYQdSU,cariacica,ES
O8JdJHkIn4EY,rolandia,PR
sarZRrhW9vnM,sao paulo,SP
km4yPB5fjmeA,sao paulo,SP
YOtlDzwisjp9,niteroi,RJ
t1av7hqTcCAX,sao carlos,SP
g1GeJTdfnJH4,sao bento do sul,SC
0WCdBGrKQpqS,angra dos reis,RJ
Q65zC2VfjyU3,sao bernardo do campo,SP
KNrLTlCgy0e8,rio de janeiro,RJ
kFPUX7iGFawA,cascavel,PR
qD4jMIDoKz2Q,santana de parnaiba,SP
x9Q3D6wwrnqA,amaraji,PE
ZWJC86fCgjyD,votuporanga,SP
Xj1NvRc5BQhO,campinas,SP
mKFyl6tVQlW4,belo horizonte,MG
VKkUe2zVsrrv,marilandia do sul,PR
djxtEHW2TYIM,brasilia,DF
rEge1EIkKAhM,votorantim,SP
VeKxvPwu58Uh,santos,SP
fNd1d3f2Oyy9,embu-guacu,SP
0Z0ODnlji0fe,registro,SP
scsUWp18CaEP,campinas,SP
0y3LMYnFs0Tu,brasilia,DF
mEIn7KVsDMqv,uberaba,MG
uwk4hOg2NxiW,porto alegre,RS
1IIDx3DI9Suu,santo andre,SP
HUiALCXam69l,uruguaiana,RS
hNTsY7PfW5V7,vila pereira,MG
WcSf0dh5X9XV,aracaju,SE
JfOw6G2CtbCL,rio de janeiro,RJ
vNjxXJGw38Zt,sao paulo,SP
8ZqUzp3Q2aik,sao jose dos pinhais,PR
O3B5kPCLrhRF,quata,SP
BJWYK5CoW49i,itapeva,SP
POsq23fVSDV4,rio de janeiro,RJ
djgwhcDDc6Jw,sao fidelis,RJ
EHHFsL9rbNeS,guaruja,SP
IJsDBs21hTyP,belo horizonte,MG
GxcvHgCHgG2K,aracatuba,SP
ZzEtqs46MayK,macae,RJ
q5N2epMoSrWN,nova era,MG
eGu2h4ciNHbl,brumado,BA
L4zubyNXofM9,pau brasil,BA
04WN9oihfOnf,aracruz,ES
QTSsYypxow30,carapicuiba,SP
JuBohj4jGoJd,sao caetano do sul,SP
mJfeUoSsGULJ,conceicao de macabu,RJ
xg9y8hI3yWer,curitiba,PR
0CSYJiy1ot2y,sao paulo,SP
jGUuhCaFCFfL,otacilio costa,SC
wxNCgD2LmOn8,codo,MA
i5g3he6hHDtL,florianopolis,SC
ggJHeFVsID0e,petropolis,RJ
3AvhKioLpibz,belo horizonte,MG
J6gsRSiFg5Q1,niteroi,RJ
M2riQPExzAWH,porto alegre,RS
fxVbkqhGh6Tf,rio de janeiro,RJ
4nD7eLvcuwHI,goianesia do para,PA
2C2yyS4QFYB3,cachoeira do sul,RS
8mpBptYh3875,sao paulo,SP
5Bg63IoDYkvb,guarulhos,SP
NCKXLwXxL2DE,belem,PA
51ZefZS4TcFr,jaboatao dos guararapes,PE
creHeymeGkOu,macapa,AP
sypQ8L1xbB5z,sao paulo,SP
79Gkbbtm07xL,itapema,SC
0TDonrzIilF9,sao paulo,SP
j0xsfogLx8bi,mogi das cruzes,SP
4CrtgLxBUEcd,marau,RS
XesGhrRFy1Hv,valente,BA
kIgN92i2m0yA,sao paulo,SP
XftYf4FwrAxT,carapicuiba,SP
dRDEMbVS2Wwv,salvador,BA
dkn1rxX8LhTU,rio das ostras,RJ
Lza89wsKjSVb,itanhandu,MG
izj8IJaLgzub,paty do alferes,RJ
28BlOMqunV8T,barueri,SP
VuB2oqACe8VW,curitibanos,SC
lIXVawFx9A11,sao paulo,SP
t1UDFSj3d30X,sao paulo,SP
ewHeuo7Lsho2,barrinha,SP
EKmUUNVJ0mGj,rio de janeiro,RJ
nS3Tg9HUcYf5,sao paulo,SP
lJA25BShzUMA,itaquaquecetuba,SP
4KBSAsSR7wPE,uberlandia,MG
9tgo23Mbh53o,amparo,SP
AJUIbHjQlAR9,limeira,SP
UtxBECvmW0JD,nova cruz,RN
ssYy8D9Z13GI,sao joao de meriti,RJ
EGU9UVtjcpxW,sao paulo,SP
wCS68VjKr7dH,monte alegre de minas,MG
ID5RCptHa7JJ,guarulhos,SP
cmV7T0A6kG7e,campinas,SP
XzJWLbqKSWO4,niteroi,RJ
RJopwzi4tQRz,ananindeua,PA
izRhncZEooB8,sao jose do rio preto,SP
TwSNno4YAgPO,vila velha,ES
2mrJrLhFBxES,sao paulo,SP
FvS69XUlnrOn,niteroi,RJ
mdevpRXPkoRm,limeira,SP
qkKeOGELTcQG,sao paulo,SP
b8upxbE1EZTL,rio grande,RS
Lmn9smSrg93G,alagoinhas,BA
y9KjaIulNk0z,sao paulo,SP
CUSazGZTlsQz,franca,SP
LfRt9lSFMm9D,sao pedro da aldeia,RJ
B7Pbjf0UaGR6,ponta grossa,PR
4HZN1vKCzSON,sao carlos,SP
2mp8Ooo3XaLv,nova santa rosa,PR
0ff94tVHniQt,sao paulo,SP
aLnlerSQ4WKH,guaruja,SP
z3A1X6OJebF5,nova iguacu,RJ
MRV1xA9cpKab,cruzeiro do iguacu,PR
Gawjj3PvSGW9,lagoa vermelha,RS
mrvUMxCH01ze,sao bernardo do campo,SP
7unPVGmwnQC1,praia grande,SP
EsADfGL8WM5t,salto veloso,SC
fBPQ9JuSmVcd,brasilia,DF
Cvn2LBdYlDh3,jales,SP
LQk6kxo3YXxB,rio de janeiro,RJ
oSNfzmzFzXIt,guarulhos,SP
PbpFJkjREHkB,barcarena,PA
XnoYimhx8fIf,taboao da serra,SP
